hari,jam,menit,motor,mobil,bus,truk,total_kendaraan,tingkat_kepadatan
Senin,19,20,33,12,3,3,51,Sedang
Senin,19,30,34,15,3,5,57,Sedang
Senin,19,40,38,8,2,3,51,Sedang
Senin,19,50,32,13,4,2,51,Sedang
Senin,19,60,28,6,3,3,40,Rendah
Selasa,6,10,29,5,3,2,39,Rendah
Selasa,6,20,23,9,3,1,36,Rendah
Selasa,6,30,30,11,4,3,48,Rendah
Selasa,6,40,20,6,4,3,33,Rendah
Selasa,6,50,31,21,4,3,59,Sedang
Selasa,6,60,34,11,3,3,51,Sedang
Selasa,7,10,63,21,5,4,93,Tinggi
Selasa,7,20,100,13,7,1,121,Tinggi
Selasa,7,30,66,27,6,2,101,Tinggi
Selasa,7,40,63,25,5,4,97,Tinggi
Selasa,7,50,73,19,10,5,107,Tinggi
Selasa,7,60,48,23,5,6,82,Sedang
Selasa,8,10,40,15,5,4,64,Sedang
Selasa,8,20,36,14,3,2,55,Sedang
Selasa,8,30,66,17,1,4,88,Tinggi
Selasa,8,40,69,19,1,3,92,Tinggi
Selasa,8,50,61,12,5,4,82,Sedang
Selasa,8,60,39,15,0,2,56,Sedang
Selasa,15,10,36,8,6,2,52,Sedang
Selasa,15,20,34,12,5,2,53,Sedang
Selasa,15,30,47,12,3,3,65,Sedang
Selasa,15,40,40,10,4,3,57,Sedang
Selasa,15,50,39,14,6,2,61,Sedang
Selasa,15,60,55,6,4,4,69,Sedang
Selasa,16,10,58,15,5,3,81,Sedang
Selasa,16,20,49,20,6,2,77,Sedang
Selasa,16,30,64,18,7,4,93,Tinggi
Selasa,16,40,47,15,6,4,72,Sedang
Selasa,16,50,55,17,8,2,82,Sedang
Selasa,16,60,60,16,5,4,85,Sedang
Selasa,17,10,89,28,10,4,131,Tinggi
Selasa,17,20,87,22,8,4,121,Tinggi
Selasa,17,30,79,27,5,8,119,Tinggi
Selasa,17,40,65,18,9,6,98,Tinggi
Selasa,17,50,86,27,7,2,122,Tinggi
Selasa,17,60,79,21,9,4,113,Tinggi
Selasa,18,10,44,15,6,2,67,Sedang
Selasa,18,20,44,17,5,2,68,Sedang
Selasa,18,30,47,17,2,2,68,Sedang
Selasa,18,40,45,15,6,4,70,Sedang
Selasa,18,50,61,15,5,2,83,Sedang
Selasa,18,60,52,15,6,2,75,Sedang
Selasa,19,10,36,15,3,2,56,Sedang
Selasa,19,20,37,9,3,2,51,Sedang
Selasa,19,30,33,8,3,2,46,Rendah
Selasa,19,40,42,13,5,1,61,Sedang
Selasa,19,50,38,11,5,1,55,Sedang
Selasa,19,60,26,8,1,1,36,Rendah
Rabu,6,10,24,10,3,4,41,Rendah
Rabu,6,20,34,7,2,3,46,Rendah
Rabu,6,30,21,15,4,2,42,Rendah
Rabu,6,40,18,13,3,3,37,Rendah
Rabu,6,50,19,7,3,2,31,Rendah
Rabu,6,60,26,11,2,2,41,Rendah
Rabu,7,10,75,25,8,2,110,Tinggi
Rabu,7,20,55,29,7,3,94,Tinggi
Rabu,7,30,92,23,8,4,127,Tinggi
Rabu,7,40,98,31,6,6,141,Tinggi
Rabu,7,50,81,29,4,5,119,Tinggi
Rabu,7,60,86,14,4,0,104,Tinggi
Rabu,8,10,46,18,7,3,74,Sedang
Rabu,8,20,65,10,1,3,79,Sedang
Rabu,8,30,53,15,0,3,71,Sedang
Rabu,8,40,36,18,5,2,61,Sedang
Rabu,8,50,44,11,4,4,63,Sedang
Rabu,8,60,39,17,3,2,61,Sedang
Rabu,15,10,38,9,4,2,53,Sedang
Rabu,15,20,54,12,3,3,72,Sedang
Rabu,15,30,38,12,5,4,59,Sedang
Rabu,15,40,35,11,4,1,51,Sedang
Rabu,15,50,27,16,6,3,52,Sedang
Rabu,15,60,43,13,7,4,67,Sedang
Rabu,16,10,55,14,2,3,74,Sedang
Rabu,16,20,49,12,4,2,67,Sedang
Rabu,16,30,73,21,5,5,104,Tinggi
Rabu,16,40,57,14,8,4,83,Sedang
Rabu,16,50,46,17,3,2,68,Sedang
Rabu,16,60,65,25,2,4,96,Tinggi
Rabu,17,10,71,22,6,2,101,Tinggi
Rabu,17,20,80,20,8,4,112,Tinggi
Rabu,17,30,76,20,6,6,108,Tinggi
Rabu,17,40,86,20,7,6,119,Tinggi
Rabu,17,50,58,27,6,5,96,Tinggi
Rabu,17,60,70,15,4,4,93,Tinggi
Rabu,18,10,56,13,6,1,76,Sedang
Rabu,18,20,52,11,4,3,70,Sedang
Rabu,18,30,44,15,7,2,68,Sedang
Rabu,18,40,61,12,6,5,84,Sedang
Rabu,18,50,28,13,6,3,50,Sedang
Rabu,18,60,57,14,5,3,79,Sedang
Rabu,19,10,41,11,3,2,57,Sedang
Rabu,19,20,29,9,3,2,43,Rendah
Rabu,19,30,35,16,4,2,57,Sedang
Rabu,19,40,41,9,1,1,52,Sedang
Rabu,19,50,20,9,3,4,36,Rendah
Rabu,19,60,35,10,4,0,49,Rendah
Kamis,6,10,29,11,2,3,45,Rendah
Kamis,6,20,30,8,4,4,46,Rendah
Kamis,6,30,29,10,3,1,43,Rendah
Kamis,6,40,33,6,3,2,44,Rendah
Kamis,6,50,31,10,4,1,46,Rendah
Kamis,6,60,26,6,3,2,37,Rendah
Kamis,7,10,81,17,8,7,113,Tinggi
Kamis,7,20,77,31,4,2,114,Tinggi
Kamis,7,30,51,29,7,4,91,Tinggi
Kamis,7,40,75,16,11,4,106,Tinggi
Kamis,7,50,73,26,7,4,110,Tinggi
Kamis,7,60,63,24,10,7,104,Tinggi
Kamis,8,10,64,13,2,3,82,Sedang
Kamis,8,20,49,19,1,5,74,Sedang
Kamis,8,30,46,13,2,1,62,Sedang
Kamis,8,40,56,15,1,2,74,Sedang
Kamis,8,50,45,22,3,1,71,Sedang
Kamis,8,60,46,14,0,3,63,Sedang
Kamis,15,10,36,14,6,4,60,Sedang
Kamis,15,20,36,9,7,3,55,Sedang
Kamis,15,30,38,12,4,3,57,Sedang
Kamis,15,40,33,10,4,2,49,Rendah
Kamis,15,50,32,12,4,5,53,Sedang
Kamis,15,60,17,15,5,1,38,Rendah
Kamis,16,10,52,16,2,2,72,Sedang
Kamis,16,20,44,24,7,4,79,Sedang
Kamis,16,30,62,12,4,3,81,Sedang
Kamis,16,40,43,20,5,3,71,Sedang
Kamis,16,50,62,19,4,4,89,Tinggi
Kamis,16,60,44,19,6,3,72,Sedang
Kamis,17,10,82,18,9,4,113,Tinggi
Kamis,17,20,71,29,6,1,107,Tinggi
Kamis,17,30,58,27,4,8,97,Tinggi
Kamis,17,40,51,32,7,4,94,Tinggi
Kamis,17,50,71,26,7,6,110,Tinggi
Kamis,17,60,79,25,6,4,114,Tinggi
Kamis,18,10,55,9,2,4,70,Sedang
Kamis,18,20,54,15,5,3,77,Sedang
Kamis,18,30,47,13,5,2,67,Sedang
Kamis,18,40,56,9,7,3,75,Sedang
Kamis,18,50,55,20,8,4,87,Tinggi
Kamis,18,60,34,11,4,3,52,Sedang
Kamis,19,10,36,8,3,1,48,Rendah
Kamis,19,20,28,6,2,1,37,Rendah
Kamis,19,30,25,13,2,5,45,Rendah
Kamis,19,40,35,11,2,3,51,Sedang
Kamis,19,50,28,10,6,2,46,Rendah
Kamis,19,60,40,8,3,4,55,Sedang
Jumat,6,10,27,15,4,2,48,Rendah
Jumat,6,20,35,13,4,1,53,Sedang
Jumat,6,30,26,9,3,3,41,Rendah
Jumat,6,40,32,6,4,3,45,Rendah
Jumat,6,50,34,13,4,3,54,Sedang
Jumat,6,60,30,5,4,2,41,Rendah
Jumat,7,10,82,18,4,7,111,Tinggi
Jumat,7,20,79,28,7,4,118,Tinggi
Jumat,7,30,90,22,7,3,122,Tinggi
Jumat,7,40,74,23,7,3,107,Tinggi
Jumat,7,50,94,20,6,4,124,Tinggi
Jumat,7,60,97,25,9,1,132,Tinggi
Jumat,8,10,55,20,5,4,84,Sedang
Jumat,8,20,48,22,9,3,82,Sedang
Jumat,8,30,48,22,8,3,81,Sedang
Jumat,8,40,49,15,2,2,68,Sedang
Jumat,8,50,43,13,4,4,64,Sedang
Jumat,8,60,68,13,6,3,90,Tinggi
Jumat,15,10,41,15,3,4,63,Sedang
Jumat,15,20,43,15,5,6,69,Sedang
Jumat,15,30,37,12,4,3,56,Sedang
Jumat,15,40,37,17,6,3,63,Sedang
Jumat,15,50,35,15,4,4,58,Sedang
Jumat,15,60,43,9,6,5,63,Sedang
Jumat,16,10,54,17,6,4,81,Sedang
Jumat,16,20,67,27,5,3,102,Tinggi
Jumat,16,30,47,16,5,5,73,Sedang
Jumat,16,40,55,20,5,4,84,Sedang
Jumat,16,50,86,17,5,4,112,Tinggi
Jumat,16,60,67,26,7,3,103,Tinggi
Jumat,17,10,93,32,9,5,139,Tinggi
Jumat,17,20,100,32,10,6,148,Tinggi
Jumat,17,30,84,27,10,3,124,Tinggi
Jumat,17,40,91,24,8,7,130,Tinggi
Jumat,17,50,88,27,5,6,126,Tinggi
Jumat,17,60,94,37,7,5,143,Tinggi
Jumat,18,10,60,24,5,4,93,Tinggi
Jumat,18,20,63,18,5,3,89,Tinggi
Jumat,18,30,68,13,6,3,90,Tinggi
Jumat,18,40,69,12,4,4,89,Tinggi
Jumat,18,50,73,17,4,5,99,Tinggi
Jumat,18,60,43,9,6,3,61,Sedang
Jumat,19,10,28,13,4,2,47,Rendah
Jumat,19,20,26,14,4,2,46,Rendah
Jumat,19,30,48,8,2,2,60,Sedang
Jumat,19,40,35,12,3,3,53,Sedang
Jumat,19,50,26,15,3,3,47,Rendah
Jumat,19,60,38,12,4,3,57,Sedang
Sabtu,6,10,28,12,3,2,45,Rendah
Sabtu,6,20,23,12,2,4,41,Rendah
Sabtu,6,30,24,3,3,1,31,Rendah
Sabtu,6,40,29,6,2,0,37,Rendah
Sabtu,6,50,21,0,1,2,24,Rendah
Sabtu,6,60,29,9,2,2,42,Rendah
Sabtu,7,10,61,13,8,5,87,Tinggi
Sabtu,7,20,59,19,6,0,84,Sedang
Sabtu,7,30,58,15,3,3,79,Sedang
Sabtu,7,40,83,22,4,5,114,Tinggi
Sabtu,7,50,78,23,5,2,108,Tinggi
Sabtu,7,60,70,21,7,5,103,Tinggi
Sabtu,8,10,51,11,6,3,71,Sedang
Sabtu,8,20,62,10,7,3,82,Sedang
Sabtu,8,30,34,11,3,3,51,Sedang
Sabtu,8,40,46,10,3,5,64,Sedang
Sabtu,8,50,58,14,3,3,78,Sedang
Sabtu,8,60,47,9,3,1,60,Sedang
Sabtu,15,10,35,12,3,4,54,Sedang
Sabtu,15,20,22,6,4,4,36,Rendah
Sabtu,15,30,46,9,4,3,62,Sedang
Sabtu,15,40,31,13,4,1,49,Rendah
Sabtu,15,50,44,14,3,3,64,Sedang
Sabtu,15,60,36,11,3,2,52,Sedang
Sabtu,16,10,46,19,5,2,72,Sedang
Sabtu,16,20,54,3,7,1,65,Sedang
Sabtu,16,30,43,10,2,4,59,Sedang
Sabtu,16,40,42,16,4,3,65,Sedang
Sabtu,16,50,48,9,6,2,65,Sedang
Sabtu,16,60,31,13,7,3,54,Sedang
Sabtu,17,10,62,19,5,8,94,Tinggi
Sabtu,17,20,71,23,8,4,106,Tinggi
Sabtu,17,30,63,19,6,3,91,Tinggi
Sabtu,17,40,76,21,7,3,107,Tinggi
Sabtu,17,50,67,10,8,4,89,Tinggi
Sabtu,17,60,79,6,10,3,98,Tinggi
Sabtu,18,10,55,9,5,1,70,Sedang
Sabtu,18,20,38,21,4,3,66,Sedang
Sabtu,18,30,53,16,5,3,77,Sedang
Sabtu,18,40,68,13,5,4,90,Tinggi
Sabtu,18,50,55,18,6,1,80,Sedang
Sabtu,18,60,61,9,5,2,77,Sedang
Sabtu,19,10,27,9,3,2,41,Rendah
Sabtu,19,20,38,10,2,3,53,Sedang
Sabtu,19,30,36,5,3,2,46,Rendah
Sabtu,19,40,25,13,2,2,42,Rendah
Sabtu,19,50,26,9,1,0,36,Rendah
Sabtu,19,60,38,6,2,0,46,Rendah
Minggu,6,10,17,3,4,3,27,Rendah
Minggu,6,20,17,14,3,1,35,Rendah
Minggu,6,30,6,14,1,0,21,Rendah
Minggu,6,40,27,14,4,2,47,Rendah
Minggu,6,50,25,9,3,2,39,Rendah
Minggu,6,60,22,7,1,1,31,Rendah
Minggu,7,10,34,16,3,1,54,Sedang
Minggu,7,20,56,23,6,0,85,Sedang
Minggu,7,30,42,21,3,3,69,Sedang
Minggu,7,40,61,12,5,0,78,Sedang
Minggu,7,50,47,18,1,4,70,Sedang
Minggu,7,60,54,19,5,6,84,Sedang
Minggu,8,10,37,10,3,3,53,Sedang
Minggu,8,20,36,11,2,2,51,Sedang
Minggu,8,30,22,18,1,2,43,Rendah
Minggu,8,40,29,15,2,3,49,Rendah
Minggu,8,50,29,12,1,4,46,Rendah
Minggu,8,60,24,12,4,3,43,Rendah
Minggu,15,10,27,9,3,2,41,Rendah
Minggu,15,20,36,16,2,1,55,Sedang
Minggu,15,30,28,17,2,4,51,Sedang
Minggu,15,40,42,7,4,4,57,Sedang
Minggu,15,50,25,8,2,1,36,Rendah
Minggu,15,60,23,5,3,1,32,Rendah
Minggu,16,10,44,7,4,3,58,Sedang
Minggu,16,20,21,14,6,1,42,Rendah
Minggu,16,30,58,14,2,2,76,Sedang
Minggu,16,40,47,13,5,1,66,Sedang
Minggu,16,50,43,7,4,1,55,Sedang
Minggu,16,60,34,18,6,3,61,Sedang
Minggu,17,10,44,16,8,3,71,Sedang
Minggu,17,20,89,20,6,2,117,Tinggi
Minggu,17,30,60,17,7,5,89,Tinggi
Minggu,17,40,48,11,2,4,65,Sedang
Minggu,17,50,44,7,6,8,65,Sedang
Minggu,17,60,58,22,5,3,88,Tinggi
Minggu,18,10,48,11,4,3,66,Sedang
Minggu,18,20,32,16,3,1,52,Sedang
Minggu,18,30,44,8,4,2,58,Sedang
Minggu,18,40,50,14,4,3,71,Sedang
Minggu,18,50,53,14,4,1,72,Sedang
Minggu,18,60,28,11,3,2,44,Rendah
Minggu,19,10,24,9,2,2,37,Rendah
Minggu,19,20,24,2,1,1,28,Rendah
Minggu,19,30,16,9,4,3,32,Rendah
Minggu,19,40,23,12,2,1,38,Rendah
Minggu,19,50,20,7,2,2,31,Rendah
Minggu,19,60,25,8,3,3,39,Rendah
Senin,6,10,35,5,1,3,44,Rendah
Senin,6,20,21,9,2,0,32,Rendah
Senin,6,30,33,12,3,0,48,Rendah
Senin,6,40,26,11,2,2,41,Rendah
Senin,6,50,29,11,3,1,44,Rendah
Senin,6,60,37,9,3,1,50,Sedang
Senin,7,10,70,19,6,8,103,Tinggi
Senin,7,20,59,15,9,4,87,Tinggi
Senin,7,30,68,28,5,8,109,Tinggi
Senin,7,40,84,21,11,3,119,Tinggi
Senin,7,50,85,25,9,7,126,Tinggi
Senin,7,60,76,19,7,3,105,Tinggi
Senin,8,10,71,16,3,3,93,Tinggi
Senin,8,20,37,12,7,2,58,Sedang
Senin,8,30,40,18,7,4,69,Sedang
Senin,8,40,60,13,1,5,79,Sedang
Senin,8,50,47,15,7,4,73,Sedang
Senin,8,60,55,24,3,4,86,Tinggi
Senin,15,10,40,13,6,4,63,Sedang
Senin,15,20,44,16,4,2,66,Sedang
Senin,15,30,32,7,6,2,47,Rendah
Senin,15,40,38,12,5,4,59,Sedang
Senin,15,50,47,11,4,3,65,Sedang
Senin,15,60,38,17,5,4,64,Sedang
Senin,16,10,64,23,6,2,95,Tinggi
Senin,16,20,62,15,4,4,85,Sedang
Senin,16,30,70,18,6,5,99,Tinggi
Senin,16,40,60,28,6,1,95,Tinggi
Senin,16,50,65,19,8,4,96,Tinggi
Senin,16,60,56,13,5,2,76,Sedang
Senin,17,10,74,28,11,5,118,Tinggi
Senin,17,20,66,27,10,3,106,Tinggi
Senin,17,30,80,25,6,5,116,Tinggi
Senin,17,40,80,27,6,3,116,Tinggi
Senin,17,50,91,23,11,3,128,Tinggi
Senin,17,60,85,30,5,1,121,Tinggi
Senin,18,10,39,22,4,6,71,Sedang
Senin,18,20,49,18,8,5,80,Sedang
Senin,18,30,75,22,7,4,108,Tinggi
Senin,18,40,62,15,4,3,84,Sedang
Senin,18,50,53,15,7,4,79,Sedang
Senin,18,60,55,23,3,3,84,Sedang
Senin,19,10,29,5,3,2,39,Rendah
Senin,19,20,44,12,2,4,62,Sedang
Senin,19,30,42,12,3,1,58,Sedang
Senin,19,40,31,14,5,4,54,Sedang
Senin,19,50,30,7,3,0,40,Rendah
Senin,19,60,36,10,3,1,50,Sedang
Selasa,6,10,31,7,2,0,40,Rendah
Selasa,6,20,28,14,5,2,49,Rendah
Selasa,6,30,24,10,2,2,38,Rendah
Selasa,6,40,33,13,3,2,51,Sedang
Selasa,6,50,23,7,3,2,35,Rendah
Selasa,6,60,33,7,4,2,46,Rendah
Selasa,7,10,72,18,1,6,97,Tinggi
Selasa,7,20,81,21,6,5,113,Tinggi
Selasa,7,30,53,19,8,1,81,Sedang
Selasa,7,40,76,15,7,4,102,Tinggi
Selasa,7,50,53,28,5,2,88,Tinggi
Selasa,7,60,74,28,4,4,110,Tinggi
Selasa,8,10,52,18,4,3,77,Sedang
Selasa,8,20,40,15,2,0,57,Sedang
Selasa,8,30,52,19,0,2,73,Sedang
Selasa,8,40,54,23,4,2,83,Sedang
Selasa,8,50,46,20,3,2,71,Sedang
Selasa,8,60,43,11,4,5,63,Sedang
Selasa,15,10,41,11,4,1,57,Sedang
Selasa,15,20,45,12,4,6,67,Sedang
Selasa,15,30,40,10,4,4,58,Sedang
Selasa,15,40,39,8,5,2,54,Sedang
Selasa,15,50,53,15,4,4,76,Sedang
Selasa,15,60,39,15,4,2,60,Sedang
Selasa,16,10,49,21,4,3,77,Sedang
Selasa,16,20,45,19,9,2,75,Sedang
Selasa,16,30,55,23,5,3,86,Tinggi
Selasa,16,40,44,19,5,4,72,Sedang
Selasa,16,50,67,27,6,3,103,Tinggi
Selasa,16,60,57,16,6,3,82,Sedang
Selasa,17,10,80,31,5,6,122,Tinggi
Selasa,17,20,95,23,3,3,124,Tinggi
Selasa,17,30,95,24,5,3,127,Tinggi
Selasa,17,40,89,27,7,3,126,Tinggi
Selasa,17,50,73,19,10,3,105,Tinggi
Selasa,17,60,94,32,9,3,138,Tinggi
Selasa,18,10,56,16,3,3,78,Sedang
Selasa,18,20,40,21,4,3,68,Sedang
Selasa,18,30,55,15,6,3,79,Sedang
Selasa,18,40,61,11,5,5,82,Sedang
Selasa,18,50,42,13,6,3,64,Sedang
Selasa,18,60,56,18,6,4,84,Sedang
Selasa,19,10,35,9,4,4,52,Sedang
Selasa,19,20,31,7,4,2,44,Rendah
Selasa,19,30,17,13,2,2,34,Rendah
Selasa,19,40,34,11,4,2,51,Sedang
Selasa,19,50,36,9,4,3,52,Sedang
Selasa,19,60,25,13,2,3,43,Rendah
Rabu,6,10,31,15,3,2,51,Sedang
Rabu,6,20,28,8,4,0,40,Rendah
Rabu,6,30,22,6,4,4,36,Rendah
Rabu,6,40,28,9,3,3,43,Rendah
Rabu,6,50,23,10,4,3,40,Rendah
Rabu,6,60,30,12,0,3,45,Rendah
Rabu,7,10,66,13,7,7,93,Tinggi
Rabu,7,20,72,27,9,7,115,Tinggi
Rabu,7,30,93,26,6,1,126,Tinggi
Rabu,7,40,70,18,10,4,102,Tinggi
Rabu,7,50,75,25,6,7,113,Tinggi
Rabu,7,60,66,23,5,1,95,Tinggi
Rabu,8,10,43,15,3,2,63,Sedang
Rabu,8,20,35,15,1,4,55,Sedang
Rabu,8,30,50,9,3,2,64,Sedang
Rabu,8,40,52,21,0,3,76,Sedang
Rabu,8,50,47,18,5,2,72,Sedang
Rabu,8,60,46,12,6,3,67,Sedang
Rabu,15,10,54,12,3,2,71,Sedang
Rabu,15,20,24,7,4,4,39,Rendah
Rabu,15,30,26,15,4,3,48,Rendah
Rabu,15,40,52,15,4,2,73,Sedang
Rabu,15,50,22,10,4,2,38,Rendah
Rabu,15,60,38,12,4,2,56,Sedang
Rabu,16,10,58,19,3,4,84,Sedang
Rabu,16,20,55,17,7,3,82,Sedang
Rabu,16,30,66,18,4,3,91,Tinggi
Rabu,16,40,45,18,5,3,71,Sedang
Rabu,16,50,55,10,4,3,72,Sedang
Rabu,16,60,58,13,8,2,81,Sedang
Rabu,17,10,92,27,6,8,133,Tinggi
Rabu,17,20,64,29,9,3,105,Tinggi
Rabu,17,30,98,23,8,5,134,Tinggi
Rabu,17,40,78,29,9,1,117,Tinggi
Rabu,17,50,97,16,9,6,128,Tinggi
Rabu,17,60,65,22,5,4,96,Tinggi
Rabu,18,10,50,19,8,4,81,Sedang
Rabu,18,20,47,15,2,2,66,Sedang
Rabu,18,30,63,23,3,2,91,Tinggi
Rabu,18,40,53,17,3,3,76,Sedang
Rabu,18,50,48,16,6,3,73,Sedang
Rabu,18,60,49,16,5,3,73,Sedang
Rabu,19,10,31,15,4,2,52,Sedang
Rabu,19,20,38,9,4,2,53,Sedang
Rabu,19,30,32,12,1,1,46,Rendah
Rabu,19,40,24,11,5,4,44,Rendah
Rabu,19,50,37,12,1,1,51,Sedang
Rabu,19,60,27,8,3,2,40,Rendah
Kamis,6,10,16,11,2,2,31,Rendah
Kamis,6,20,40,6,0,2,48,Rendah
Kamis,6,30,35,15,2,2,54,Sedang
Kamis,6,40,25,9,6,0,40,Rendah
Kamis,6,50,30,10,4,2,46,Rendah
Kamis,6,60,30,8,3,2,43,Rendah
Kamis,7,10,79,20,7,4,110,Tinggi
Kamis,7,20,86,22,2,7,117,Tinggi
Kamis,7,30,61,19,5,7,92,Tinggi
Kamis,7,40,46,38,8,4,96,Tinggi
Kamis,7,50,71,23,7,5,106,Tinggi
Kamis,7,60,79,22,6,4,111,Tinggi
Kamis,8,10,46,20,5,0,71,Sedang
Kamis,8,20,55,16,4,3,78,Sedang
Kamis,8,30,59,19,2,3,83,Sedang
Kamis,8,40,38,9,3,4,54,Sedang
Kamis,8,50,58,17,5,4,84,Sedang
Kamis,8,60,42,17,6,4,69,Sedang
Kamis,15,10,48,14,4,4,70,Sedang
Kamis,15,20,38,9,4,2,53,Sedang
Kamis,15,30,33,12,3,3,51,Sedang
Kamis,15,40,23,13,4,2,42,Rendah
Kamis,15,50,43,15,2,2,62,Sedang
Kamis,15,60,32,9,5,3,49,Rendah
Kamis,16,10,52,9,6,2,69,Sedang
Kamis,16,20,56,18,8,2,84,Sedang
Kamis,16,30,25,18,9,4,56,Sedang
Kamis,16,40,57,15,7,2,81,Sedang
Kamis,16,50,60,19,7,6,92,Tinggi
Kamis,16,60,59,15,5,1,80,Sedang
Kamis,17,10,69,22,6,4,101,Tinggi
Kamis,17,20,67,30,7,4,108,Tinggi
Kamis,17,30,74,25,9,2,110,Tinggi
Kamis,17,40,69,22,4,2,97,Tinggi
Kamis,17,50,72,28,8,4,112,Tinggi
Kamis,17,60,89,23,8,4,124,Tinggi
Kamis,18,10,55,14,0,3,72,Sedang
Kamis,18,20,66,20,7,4,97,Tinggi
Kamis,18,30,53,17,4,3,77,Sedang
Kamis,18,40,58,21,5,3,87,Tinggi
Kamis,18,50,52,18,2,1,73,Sedang
Kamis,18,60,46,11,4,3,64,Sedang
Kamis,19,10,29,14,3,2,48,Rendah
Kamis,19,20,36,7,4,2,49,Rendah
Kamis,19,30,37,7,1,3,48,Rendah
Kamis,19,40,35,7,2,3,47,Rendah
Kamis,19,50,24,15,2,3,44,Rendah
Kamis,19,60,30,12,2,2,46,Rendah
Jumat,6,10,31,7,4,2,44,Rendah
Jumat,6,20,29,7,1,2,39,Rendah
Jumat,6,30,45,12,3,2,62,Sedang
Jumat,6,40,31,12,2,3,48,Rendah
Jumat,6,50,35,12,4,2,53,Sedang
Jumat,6,60,35,12,3,2,52,Sedang
Jumat,7,10,80,32,4,1,117,Tinggi
Jumat,7,20,81,24,7,5,117,Tinggi
Jumat,7,30,77,32,3,3,115,Tinggi
Jumat,7,40,78,16,6,8,108,Tinggi
Jumat,7,50,79,25,4,3,111,Tinggi
Jumat,7,60,75,23,9,6,113,Tinggi
Jumat,8,10,42,17,5,4,68,Sedang
Jumat,8,20,69,12,3,2,86,Tinggi
Jumat,8,30,50,18,6,3,77,Sedang
Jumat,8,40,50,17,3,5,75,Sedang
Jumat,8,50,37,17,8,3,65,Sedang
Jumat,8,60,51,15,4,5,75,Sedang
Jumat,15,10,24,18,3,3,48,Rendah
Jumat,15,20,38,15,3,4,60,Sedang
Jumat,15,30,58,9,5,3,75,Sedang
Jumat,15,40,45,13,4,4,66,Sedang
Jumat,15,50,56,13,5,2,76,Sedang
Jumat,15,60,34,15,6,4,59,Sedang
Jumat,16,10,57,19,3,4,83,Sedang
Jumat,16,20,69,17,5,4,95,Tinggi
Jumat,16,30,56,18,10,3,87,Tinggi
Jumat,16,40,57,16,7,3,83,Sedang
Jumat,16,50,54,24,8,3,89,Tinggi
Jumat,16,60,42,23,4,4,73,Sedang
Jumat,17,10,60,31,5,6,102,Tinggi
Jumat,17,20,86,22,7,6,121,Tinggi
Jumat,17,30,87,29,12,1,129,Tinggi
Jumat,17,40,107,27,6,2,142,Tinggi
Jumat,17,50,83,31,7,7,128,Tinggi
Jumat,17,60,67,26,5,5,103,Tinggi
Jumat,18,10,66,16,0,3,85,Sedang
Jumat,18,20,62,19,8,2,91,Tinggi
Jumat,18,30,64,22,2,4,92,Tinggi
Jumat,18,40,52,17,6,3,78,Sedang
Jumat,18,50,50,18,3,2,73,Sedang
Jumat,18,60,64,13,7,4,88,Tinggi
Jumat,19,10,23,9,4,1,37,Rendah
Jumat,19,20,32,12,4,2,50,Sedang
Jumat,19,30,31,15,5,3,54,Sedang
Jumat,19,40,36,9,2,3,50,Sedang
